hotelId,Hotel_name,Address,City,Latitude,Longitude,Property_type,Room_status,Price,Currency,Rating,Final_rating
OIATTJKX,Premium 510 International Airport Terminal 3,Opposite Kapashera Police Station Kapashera,Unknown,,,hotel,,1799,INR,253,2.0
OIYZJIQF,Rooms 566 Saket J Block,"Opposite J Block Market, Saket",Unknown,,,hotel,,5999,INR,429,2.7
OIOHFVEF,Rooms 157 Delhi Airport 2,"Opposite Indra Gandhi International Airport, Mahipalpur Extension, NH-8",Delhi,,,hotel,,1599,INR,1457,5.0
OILQJPDK,Rooms 184 Aerodrome,"Mahipalpur, NH-8, Near IGI Airport",Unknown,,,hotel,,2299,INR,1144,5.0
OILKLMFQ,Premium 069 Patel Nagar,Metro Pillar No. 162,Unknown,,,hotel,,2049,INR,74,1.3
OIJCCMJA,Rooms 524 International Airport Delhi,"A Block, N.H.8, Mahipalpur New",Delhi,,,hotel,,1599,INR,2664,5.0
OIALNLBF,Rooms 205 Dwarka Sector 12 Metro Station,Dwarka,Unknown,,,hotel,,3799,INR,207,1.8
OIEGEGWE,Premium 405 GK1,Greater Kailash -1,Unknown,,,hotel,,2049,INR,1360,5.0
OIEASSOM,Rooms 535 Chattarpur,Chandan Hola,Unknown,,,hotel,,4199,INR,69,1.3
OIDTXFOV,Rooms 321,Paharganj,Unknown,,,hotel,,1799,INR,2655,5.0
OIKWXHRE,Rooms 219 Grace Church NFC,Kirokli,Unknown,,,hotel,,2999,INR,360,2.4
OIACVSKX,Rooms 170 Shadipur Metro Station,West Patel Nagar,Unknown,,,hotel,,2999,INR,1675,5.0
OIHIEFDK,Rooms 365 Indra Gandhi Airport Main Road,"Next to Hotel Radisson, Near IGI Airport, Rangpuri",Unknown,,,hotel,,2599,INR,1342,5.0
OIZSKBNA,Rooms 088 East Patel Nagar,Near Metro Pillar No.161,Unknown,,,hotel,,1299,INR,957,4.8
OIXQFKMQ,Premium 407 South Delhi Grand Stay,Aruna Asaf Ali Marg,Delhi,,,hotel,,3749,INR,1603,5.0
OIIKJNFU,Rooms 014 New Friends Colony Crossroad,CV Raman Marg,Unknown,,,hotel,,1399,INR,494,3.0
OIEJEQHD,Rooms 560 Vasant Vihar 2,Rao Tula Ram Marg,Unknown,,,hotel,,2749,INR,1965,5.0
OIGXRVBO,Homes 520 GK 1 M Block Market,Greater Kailash 1,Unknown,,,hotel,,1199,INR,1271,5.0
OIXKHBMC,Elite 557 Panchsheel Enclave,Panchshila Park,Unknown,,,hotel,,1349,INR,2655,5.0
OIZKAUXV,Rooms 253 New Friends Colony 2,New Friends colony,Unknown,,,hotel,,3349,INR,644,3.6
OIXQUTSL,Rooms 169,Vasant Kunj,Unknown,,,hotel,,1949,INR,1603,5.0
OIGSKTCG,Rooms 585,"Sector 10 Dwarka, In front of metro station",Unknown,,,hotel,,1099,INR,207,1.8
OIIJEXTV,Homes 275 Saket J Block,Saket,Unknown,,,hotel,,3549,INR,1682,5.0
OIUOTXKG,Premium 534 Dwarka,Dwarka Palam Road,Unknown,,,hotel,,2249,INR,60,1.2
OIKTUJLJ,Rooms 145 Paschim Vihar,Rohtak Road,Unknown,,,hotel,,1699,INR,1337,5.0
OICVQOIZ,Rooms 249 Nehru Place Flyover,Greater Kailash 1,Unknown,,,hotel,,2399,INR,1342,5.0
OIJATNCX,Rooms 280 J Block Vikaspuri Delhi,Vikaspuri,Delhi,,,hotel,,5099,INR,1393,5.0
OIJNWEOF,Homes 110 Jangpura Ext,Jangpura Extension,Unknown,,,hotel,,1249,INR,494,3.0
OISQSUQB,Rooms 204 Rajendra Place Metro Station,East Patel Nagar,Unknown,,,hotel,,1599,INR,299,2.2
OIGZWDBU,Rooms 518 ZION Church Patel Nagar,East Patel nagar,Unknown,,,hotel,,1599,INR,1360,5.0
OIONVFDW,Rooms 263 PVR Vikas Puri,Vikas Puri,Unknown,,,hotel,,1799,INR,1271,5.0
OIAJDQFV,Premium 232 Jasola,Jasola,Unknown,,,hotel,,1249,INR,352,2.4
OIBWCPBV,Apartments 273 Dwarka Sector 12,Dwarka,Unknown,,,hotel,,1949,INR,358,2.4
OIINMZNM,Premium 187 Hari Nagar,Hari Nagar,Unknown,,,hotel,,2099,INR,17,1.1
OILPVQOJ,Rooms 057 Dwarka Sector 19,Dwarka,Unknown,,,hotel,,6149,INR,332,2.3
OIERZLSU,Homes 456 Rani Bagh,Rani Bagh,Unknown,,,hotel,,1349,INR,1061,5.0
OIUZGIVX,Rooms 480 IGI Airport 4,"Road no 2, Mahipalpur",Unknown,,,hotel,,1449,INR,1013,5.0
OIPRKZSS,Premium 129 Dwarka Sector 7,Dwarka,Unknown,,,hotel,,3799,INR,1549,5.0
OIHNIUDM,Homes 438 Janakpuri,Janak Puri,Unknown,,,hotel,,3549,INR,1337,5.0
OIUQMHVQ,Premium 050 Jasola DAV,Jasola,Unknown,,,hotel,,2099,INR,663,3.7
OIQEWHEQ,Rooms 203 llahi Bux Marg Karol Bagh,Karol Bagh,Unknown,,,hotel,,4399,INR,1983,5.0
OIGDOFSK,Rooms 351 Saraswati Marg Karol Bagh,Saraswati Marg,Unknown,,,hotel,,1499,INR,416,2.7
OIHWTFUZ,Homes 501 Vasant Kunj,Shanti Kunj,Unknown,,,hotel,,1199,INR,299,2.2
OISUJKCO,Premium 559 Connaught Place Travellers Delight,Connaught Circus,Unknown,,,hotel,,1899,INR,1488,5.0
OIPWGPUU,Rooms 522 Karol Bagh 17A-13 Gurudwara Road,Karol Bagh,Unknown,,,hotel,,3699,INR,52,1.2
OITCKCKS,Rooms 216 Ministry of Rural Development Delhi,East Patel Nagar,Delhi,,,hotel,,1449,INR,60,1.2
OIOSUCZI,Rooms 026 Karol Bagh,Karol Bagh,Unknown,,,hotel,,2199,INR,807,4.2
OITNUCMC,Rooms 271,Karol Bagh,Unknown,,,hotel,,1349,INR,795,4.2
OIISZXFV,Premium 165 Rajouri Garden Metro Station,Rajouri Garden,Unknown,,,hotel,,3949,INR,160,1.6
OITQIHQC,Rooms 313 Channa Market 14A/4 Karol Bagh,Karol Bagh,Unknown,,,hotel,,2049,INR,1653,5.0
OIKUODOF,Rooms 078 Ring Road GK1,Near Nehru Place,Unknown,,,hotel,,1449,INR,593,3.4
OIVPTMRS,Rooms 174 New Delhi Railway Station 2,Ram Nagar,Delhi,,,hotel,,2349,INR,352,2.4
OIQBQXKO,Premium 546 Green Park Metro,Near Green Park Metro,Unknown,,,hotel,,1899,INR,358,2.4
OIKNKYMW,Rooms 085 Hauz Khas District Park,Safdarjung Enclave,Unknown,,,hotel,,2999,INR,372,2.5
OIOKMNEP,Rooms 301 Vasant Kunj,Opposite DPS School Gate No. 1,Unknown,,,hotel,,1849,INR,707,3.8
OILJJSML,Rooms 530 Krishna Gali,"Near New Delhi Railway Station, Paharganj",Delhi,,,hotel,,749,INR,887,4.5
OIWPXSLA,Premium 137 Dwarka Sector 12,Dwarka,Unknown,,,hotel,,1349,INR,993,5.0
OIWKESLH,Rooms 314 10174/1 Gurudwara Road Karol Bagh,Karol Bagh,Unknown,,,hotel,,2549,INR,630,3.5
OIAHIPDD,Rooms 653,Kailash Colony,Unknown,,,hotel,,1649,INR,1061,5.0
OINGIBRY,Rooms 108,Karol Bagh,Unknown,,,hotel,,1299,INR,822,4.3
OIDKXHBE,Rooms 580 Karol Bagh 17A/59,"WEA, Karol Bag, Near RBL Bank",Unknown,,,hotel,,1549,INR,353,2.4
OIEOCQRK,Premium 239,New Rajinder Nagar,Unknown,,,hotel,,1499,INR,202,1.8
OIPGWVIP,Rooms 574,Near Kirti Nagar Police Station,Unknown,,,hotel,,1099,INR,332,2.3
OIBWLAYG,Rooms 342,"Main Bazaar, Main Bazar Road, Paharganj",Unknown,,,hotel,,3449,INR,126,1.5
OIJOZOYF,Premium 141 Anand Vihar 2,Near Karkardooma Metro Station,Unknown,,,hotel,,1399,INR,39,1.2
OIAPWTFO,Rooms 209 Karol Bagh 13A/22,Karol Bagh,Unknown,,,hotel,,1999,INR,318,2.3
OITSCJML,Rooms 455,Karol Bagh,Unknown,,,hotel,,3799,INR,432,2.7
OILAGWPA,Rooms 147 Karol Bagh 14A/7,Karol Bagh,Unknown,,,hotel,,2799,INR,59,1.2
OIJLKUAT,Premium 582 Pitampura,"Near Kohat Enclave Metro Station, Opposite Metro Pillar No. 332",Unknown,,,hotel,,2649,INR,178,1.7
OIWXTYQJ,Rooms 343 Main Bazar Paharganj 4350,"Kaseru Walan, Paharganj",Unknown,,,hotel,,2149,INR,854,4.4
OIDKLBUF,Homes 328 Chhatarpur,"Maidan Garhi Road,Chattarpur",Unknown,,,hotel,,2749,INR,923,4.7
OIGXUUHK,Rooms 226,Karol Bagh,Unknown,,,hotel,,2649,INR,244,2.0
OIMMSFYK,Rooms 265 Balaji Mandir Karol Bagh,Karol Bagh,Unknown,,,hotel,,4099,INR,926,4.7
OISWYBAT,Rooms 255 Karol Bagh Saraswati Marg,Karol Bagh,Unknown,,,hotel,,1849,INR,38,1.2
OIUFECYN,Rooms 274 Dwarka Sector 7,"Ramphal Chowk, Dwarka",Unknown,,,hotel,,1099,INR,750,4.0
OIGDHZLF,Rooms 445 Saket Metro,Saiyad ul Ajaib,Unknown,,,hotel,,2999,INR,586,3.3
OIDUOUML,Premium 140 Connaught Place,Barakhamba,Unknown,,,hotel,,2399,INR,588,3.4
OIZJTURS,Rooms 332 New Delhi Railway Station Paharganj,"Kaseru Walan, Paharganj",Delhi,,,hotel,,1749,INR,2,1.0
OIGYEKEV,Homes 508 G Block Saket,Saket,Unknown,,,hotel,,1849,INR,675,3.7
OIDFNBRF,Premium 334 Naraina,Naraina Vihar,Unknown,,,hotel,,1499,INR,240,2.0
OIFLKNEW,Premium 234 Paschim Vihar,Paschim Vihar,Unknown,,,hotel,,1949,INR,917,4.7
OIXLFEIZ,Homes 318 Kalkaji E Block,Kalkaji,Unknown,,,hotel,,1649,INR,1393,5.0
OIPYGUQD,Premium 564 Nehru Place Ring Road,Nehru Place,Unknown,,,hotel,,1399,INR,225,1.9
OIKOARAH,Rooms 228,Paharganj,Unknown,,,hotel,,1549,INR,102,1.4
OIZITTPZ,Apartments 202 Saket Extension,"Near Malkhan Singh Marg, Street no.16",Unknown,,,hotel,,2049,INR,179,1.7
OIWRBMZU,Rooms 093 Kalkaji Mandir Delhi,Kalkaji,Delhi,,,hotel,,2449,INR,6,1.0
OISVMBVN,Premium 008 IGI Airport Link Road,"Mahipalpur, NH -8, Near IGI Airport, Delhi Gurgaon Expy, Block RZ, Mahipalpur Village",Delhi,,,hotel,,4449,INR,278,2.1
OIPCHUJS,Rooms 629 New Rohtak Road Karol Bagh,"Rohtak Road, Karol Bagh",Unknown,,,hotel,,1899,INR,28,1.1
OIKMFWZL,Rooms 319 IGI Airport,"Kapashera Road, Bijwasan",Unknown,,,hotel,,2349,INR,164,1.7
OIPJDQSA,Rooms 119 New Delhi Railway Station,Paharganj,Delhi,,,hotel,,1349,INR,1044,5.0
OIQLIVQZ,Premium 189 GK 1 R Block,Greater Kailash Part - 1,Unknown,,,hotel,,2099,INR,20,1.1
OIFGDDPZ,Rooms 094 Karol Bagh 53/1,Karol Bagh,Unknown,,,hotel,,1899,INR,568,3.3
OIGRFDZG,Rooms 097 Gaffar Market Karol Bagh,"Karol Bagh, New Delhi",Delhi,,,hotel,,1299,INR,373,2.5
OIKMRSIG,Premium 386 Rajguru Road Paharganj,CHUNA MANDI,Unknown,,,hotel,,3199,INR,1086,5.0
OILNHZND,Rooms 492 Ramphal Chowk Dwarka,Sector-7,Unknown,,,hotel,,1999,INR,1158,5.0
OIFXIFTD,Rooms 130 Nizamuddin Railway Station 2,Hazrat Nizamuddin West,Unknown,,,hotel,,2599,INR,1013,5.0
OIMSASTV,Rooms 641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",Unknown,,,hotel,,1999,INR,771,4.1
OINWHVIH,Rooms 298 38 Arakashan Road Pahar Ganj,Arakshan Road,Unknown,,,hotel,,2799,INR,769,4.1
OIZTOBOA,Rooms 604 DB Gupta Main Road 1,"DB Gupta Road, Pahar Ganj Bridge",Unknown,,,hotel,,3299,INR,93,1.4
OIGIMURP,Rooms 176 Defence Colony A Block,Defence colony,Unknown,,,hotel,,1549,INR,223,1.9
OIMZLZCM,Rooms 502 Ramphal Chowk Sector 7,"Ramphal Chowk, Sector 7 Dwarka",Unknown,,,hotel,,2399,INR,20,1.1
OIHKDANS,Rooms 663 Elahi Bux Road Karol Bagh,Karol Bagh,Unknown,,,hotel,,1699,INR,278,2.1
OIZLAOKZ,Rooms 444,Karol Bagh,Unknown,,,hotel,,2099,INR,75,1.3
OITJSDGZ,Rooms 605,"1B, Arakashan Road",Unknown,,,hotel,,2049,INR,14,1.1
OIVFRGBD,Rooms 379 New Delhi Station Gate 1,"Opposite New Delhi Railway Station, Paharganj",Delhi,,,hotel,,1399,INR,27,1.1
OIPQAMTH,Rooms 217 Lajpat Nagar Market,Lajpat Nagar,Unknown,,,hotel,,2449,INR,132,1.5
OIEYNXZD,Rooms 323 Mahipalpur,"Road No.-6, Mahipalpur, Road No 6",Unknown,,,hotel,,1349,INR,191,1.8
OIJAXYFC,Homes 291 Dwarka Sector 19,Dwarka,Unknown,,,hotel,,2049,INR,263,2.1
OILZYLLC,Premium 531 Green Park 2,Green Park,Unknown,,,hotel,,1299,INR,262,2.0
OINVVDDP,Rooms 461 Kalkaji F Block,Kalkji Main Road,Unknown,,,hotel,,1999,INR,6,1.0
OIKJXMQM,Rooms 163 Rohini,Main Road Naharpur Village,Unknown,,,hotel,,2549,INR,9,1.0
OIURBRQY,Homes 558 Chattarpur,"Next To Primary School, Satbari Chattarpur",Unknown,,,hotel,,2799,INR,62,1.2
OICPNYNN,Premium 261 Karol Bagh Metro Station 3,Karol Bagh,Unknown,,,hotel,,3599,INR,123,1.5
OIOHMWIU,Homes 367 Greater Kailash M Block Market 2,New Delhi,Delhi,,,hotel,,1199,INR,1,1.0
OIJFUVOE,Premium 029 Siri Fort Road,Sadiq Nagar,Unknown,,,hotel,,1799,INR,3577,5.0
OIUTMPGL,Rooms 152 Karol Bagh Bikanerwala,"Gurudwara Road, Karol Bagh",Unknown,,,hotel,,2299,INR,138,1.6
OILNYTTX,Rooms 312,Opp. Shiela Cinema,Delhi,,,hotel,,4149,INR,115,1.5
OIGOCFKA,Homes 460 GK 2 Main Road,Greater Kailash II,Unknown,,,hotel,,1599,INR,270,2.1
OIKPVLMS,Rooms 138 Vasant Kunj 1,Masoodpur Vasant Kunj,Unknown,,,hotel,,2349,INR,2846,5.0
OISQOQRN,Rooms 433 Jangpura,"Masjid Road, Jangpura Bhogal",Unknown,,,hotel,,3699,INR,72,1.3
OIZDMUBF,Premium 086 Karol Bagh Metro,Karol Bagh,Unknown,,,hotel,,1399,INR,22,1.1
OIHLOFGF,Rooms 674 Karol Bagh Saraswati Marg 2,"Karol Bagh, New Delhi",Delhi,,,hotel,,2499,INR,352,2.4
OIVFSSPZ,Rooms 348,"Road No 6, Mahipalpur, Mahipalpur, International Airport Zone",Unknown,,,hotel,,1399,INR,1215,5.0
OIFOBEZZ,Rooms 358,Jasola,Unknown,,,hotel,,3199,INR,3,1.0
OINMGJQY,Rooms 611 Main Bazaar 1575 Paharganj,"Main Bazar, Paharganj",Unknown,,,hotel,,3549,INR,2,1.0
OIWXMONX,Rooms 337 Arya Nagar Paharganj,D.B. Gupta Road,Unknown,,,hotel,,1949,INR,2,1.0
OIOAILBQ,Rooms 075 Fortis Vasant Kunj,Vasant Kunj,Unknown,,,hotel,,2549,INR,1,1.0
OIGRMAGQ,Premium 240 Paharganj,Pahar Ganj,Unknown,,,hotel,,1049,INR,34,1.1
OIJZQIDZ,Rooms 045 Connaught Place G Block,Connaught Place,Unknown,,,hotel,,1499,INR,7286,5.0
OICTMCKN,Rooms 090 CR Park Outer Ring Road,CR Park,Unknown,,,hotel,,3549,INR,324,2.3
OIAPYWTJ,Homes 310 Shivalik Road Malviya Nagar,Near Aurobindo College,Unknown,,,hotel,,2099,INR,61,1.2
OIIZSWZJ,Rooms 104 Paharganj Railway Station,Pahar Ganj,Unknown,,,hotel,,2299,INR,864,4.5
OIFQRYAG,Rooms 677 Kamla Nagar,Kamla Nagar,Unknown,,,hotel,,1999,INR,848,4.4
OIZIEJVK,Rooms 306 Karol Bagh 7A/39,Channa Market,Unknown,,,hotel,,2999,INR,4273,5.0
OIRWRLNJ,Rooms 493 Krishna Gali,"Krishna Gali, Ghee Mandi, Near New Delhi Railway Station Paharganj",Delhi,,,hotel,,3649,INR,170,1.7
OIBCMKIT,Rooms 125 Pitampura I,Pitampura,Unknown,,,hotel,,2599,INR,249,2.0
OIWFZAMS,Premium 083 Karol Bagh Metro Station,Karol Bagh,Unknown,,,hotel,,1599,INR,735,3.9
OIUAKGCE,Rooms 316 Kalkaji M Block,"M Block, Kalkaji",Unknown,,,hotel,,1949,INR,427,2.7
OINVVWPO,Homes 325 AIIMS,Arjun Nagar,Unknown,,,hotel,,2299,INR,180,1.7
OIUWRCPZ,Rooms 040 AIIMS,Opposite AIIMS Trauma Centre,Unknown,,,hotel,,2249,INR,75,1.3
OIUSTCUR,Premium 473 International Airport Main Road,"NH8, Mahipalpur",Unknown,,,hotel,,3549,INR,23,1.1
OIXNGKVI,Rooms 368 Block 11A Channa Market Karol Bagh,"W.E.A, Channa Market, Karol Bagh",Unknown,,,hotel,,2099,INR,49,1.2
OIRIDCGO,Premium 603 Red Fort,"Opposite Happy School, Daryaganj",Unknown,,,hotel,,2299,INR,342,2.4
OIQBUOCE,Rooms 340 Hazrat Nizamuddin Railway Station,Jangpura B,Unknown,,,hotel,,1999,INR,168,1.7
OIDBPSWH,Homes 441 Janakpuri West Metro Station,Opposite Savitri Market,Unknown,,,hotel,,2999,INR,2171,5.0
OIEURXIP,Premium 068 Karol Bagh,Near By Karol Bagh Police Station / HDFC bank,Unknown,,,hotel,,3649,INR,1289,5.0
OIBHAGQR,Rooms 406 Railway Station Paharganj 4,Arakashan Road,Unknown,,,hotel,,2599,INR,769,4.1
OIRGKYHG,Homes 101 GK N Block Market,"Greater Kailash-1, New Delhi",Delhi,,,hotel,,1599,INR,610,3.4
OIQMTCUL,Rooms 293 Jhandewalan Metro Station 3,Karol Bagh,Unknown,,,hotel,,1949,INR,545,3.2
OILDIYRR,Premium 019 Dwarka,"Aditya Enclave, Dwarka",Unknown,,,hotel,,2299,INR,1807,5.0
OIIMRRVN,Rooms 542 Bhogal Jangpura,"Church Road, Jungpura, Bhogal",Unknown,,,hotel,,2249,INR,103,1.4
OIUGKAYF,Rooms 552 GK2 M Block Market Extension,Greater Kailash-2,Unknown,,,hotel,,1799,INR,15,1.1
OIGMKYHY,Rooms 381 Kailash Colony Metro 2,East of Kailash,Unknown,,,hotel,,2299,INR,118,1.5
OIULWUDB,Rooms 264 Rajouri Garden Metro Station 2,Rajouri Garden,Unknown,,,hotel,,4149,INR,17,1.1
OIHBVPOV,Premium 458 GT Karnal Road,Alipur,Unknown,,,hotel,,1599,INR,11,1.0
OIXUDNEP,Rooms 597 Hari Mandir Gali Paharganj,Gali Hari Mandir,Unknown,,,hotel,,2349,INR,148,1.6
OIGAXOEL,Rooms 385 Karol Bagh 12A/24,"Saraswati Marg, West Extension Area, Karol Bagh",Unknown,,,hotel,,3699,INR,43,1.2
OIWWBDGY,Homes 369 South Extension 1,South Extension 1,Unknown,,,hotel,,1399,INR,7,1.0
OIKLDDHC,Premium 581 Karol Bag Pusa Road,"Gurudwara Road, Opposite Jessa Ram Hospital",Unknown,,,hotel,,2499,INR,62,1.2
OIUZXMFE,Rooms 548 New Delhi Junction,"Arakashan Road, Paharganj",Delhi,,,hotel,,1399,INR,4,1.0
OIMZXECV,Rooms 288 Dwarka Sector 12 City Centre,Dwarka,Unknown,,,hotel,,3199,INR,36,1.1
OIPOOLUK,Premium 155 Safdarjung,Green Park Main,Unknown,,,hotel,,3549,INR,65,1.3
OIPEAUOJ,Rooms 572 DB Gupta Road Karol Bagh 2,"D.B. Gupta Road, Karol Bagh",Unknown,,,hotel,,1949,INR,17,1.1
OIGFJGKI,Rooms 562 Pitampura Madhuban Chowk,Pitampura,Unknown,,,hotel,,2549,INR,28,1.1
OILEMCZQ,Rooms 258 Karol Bagh Metro Station 4,Karol Bagh,Unknown,,,hotel,,1049,INR,2,1.0
OIAWXMLL,Premium 687 Naraina Industrial Area,Naraina Vihar,Unknown,,,hotel,,1499,INR,913,4.7
OIFOIKWG,Rooms 168 Green Park,Hauz Khas,Unknown,,,hotel,,1849,INR,325,2.3
OIVIUDIN,Rooms 179 Kashmere Gate,Kashmere Gate,Unknown,,,hotel,,1099,INR,310,2.2
OILEGQWR,Premium 172 Laxmi Nagar,Laxmi Nagar,Unknown,,,hotel,,2999,INR,28,1.1
OIVYYUSM,Rooms 523 Karol Bagh WEA Saraswati Marg 4/39,"Saraswati Marg, Karol Bagh",Unknown,,,hotel,,2399,INR,197,1.8
OILSZTQS,Rooms 259 Rajguru Road Paharganj,Paharganj,Unknown,,,hotel,,1749,INR,102,1.4
OIYYDBWZ,Premium 594 Malviya Nagar A Block,Shivalik Road,Unknown,,,hotel,,1849,INR,1036,5.0
OIFJOJVS,Homes 446 Kailash Colony Main Market,Kailash Colony,Unknown,,,hotel,,1499,INR,992,5.0
OIZBDGYW,Rooms 096 Vasant Kunj 2,New Delhi,Delhi,,,hotel,,1949,INR,3198,5.0
OIFVWNMS,Premium 335 Model Town Delhi,Bhama Shah Marg,Delhi,,,hotel,,1649,INR,62,1.2
OIDEFLGW,Rooms 490 Jantar Mantar Delhi,Jai Singh Road,Delhi,,,hotel,,1399,INR,4,1.0
OIABLIYQ,Rooms 188 Safdarjung Enclave,Safdarjung Enclave,Unknown,,,hotel,,1549,INR,36,1.1
OILCDHNZ,Premium 346 Connaught Place 2,Connaught Place,Unknown,,,hotel,,2049,INR,65,1.3
OIAMXDRI,Rooms 167 Safdarjung Extension,Safdarjung,Unknown,,,hotel,,2449,INR,17,1.1
OISYVXLX,Rooms 222 Karol Bagh Metro Station 3,Karol Bagh,Unknown,,,hotel,,4449,INR,28,1.1
OIHHOMZZ,Rooms 398 South Extension 2,South Extension-ll,Unknown,,,hotel,,1899,INR,2,1.0
OIBKWQWX,Rooms 516 Shakti Vihar Pitampura,Pitampura,Unknown,,,hotel,,2349,INR,913,4.7
